time_s,Fp1,Cz,O1
15.156250,-1.1475,40.3080,15.0498
15.164062,9.1941,40.0489,8.7429
15.171875,19.5045,38.1495,-8.2483
15.179688,21.1739,38.6132,-14.2907
15.187500,26.0398,40.8536,-13.0756
15.195312,22.6402,40.8508,-14.7226
15.203125,6.4214,39.4296,-10.7236
15.210938,0.1679,37.2161,0.5134
15.218750,0.0759,35.4979,13.2120
15.226562,-6.6100,37.4279,25.8760
15.234375,-8.6634,37.7151,33.1767
15.242188,-4.2814,32.4116,33.8808
15.250000,1.6743,27.9766,30.7440
15.257812,10.6043,25.0176,20.6155
15.265625,15.7076,21.1597,7.9011
15.273438,18.7990,20.3189,-1.2587
15.281250,24.6551,19.7869,-11.1786
15.289062,21.4584,15.9613,-15.2589
15.296875,13.1312,13.2837,-6.4835
15.304688,12.0242,9.4377,0.3532
15.312500,5.9366,1.6888,2.7900
15.320312,-4.9840,-2.9871,13.4900
15.328125,-4.6565,-5.7042,21.9595
15.335938,-3.0279,-12.1808,17.4389
15.343750,-5.5624,-17.1174,10.3208
15.351562,4.6300,-18.7000,2.7206
15.359375,20.6269,-23.7917,-6.7395
15.367188,24.1711,-32.2891,-11.6474
15.375000,22.0913,-38.9213,-16.9469
15.382812,20.8669,-42.4005,-22.5260
15.390625,16.2586,-43.9958,-13.2071
15.398438,12.1891,-44.9999,6.1093
15.406250,9.9246,-45.6272,19.0579
15.414062,4.9652,-45.8544,27.7367
15.421875,-0.8698,-47.5073,32.9634
15.429688,-7.4081,-52.1529,28.7266
15.437500,-10.7904,-57.9326,21.9539
15.445312,-1.2281,-61.4033,18.0401
15.453125,10.3183,-62.6017,10.2193
15.460938,11.5957,-64.3612,-1.4937
15.468750,18.2607,-66.7539,-9.1449
15.476562,30.2390,-69.0636,-10.4200
15.484375,27.5621,-72.8853,-7.4209
15.492188,20.1700,-77.2520,-0.8467
15.500000,18.5768,-79.5362,8.7791
15.507812,9.5569,-81.0710,20.4757
15.515625,-0.4316,-83.5101,34.0334
15.523438,-1.7304,-84.9102,43.1041
15.531250,-5.6808,-83.7052,36.0848
15.539062,-6.7694,-81.6768,17.5642
15.546875,3.1803,-80.4572,4.8016
15.554688,10.7009,-78.3337,-1.9956
15.562500,16.7877,-75.0852,-11.1008
15.570312,27.8486,-73.7193,-17.2418
15.578125,32.1524,-73.7645,-14.6671
15.585938,30.9593,-73.8856,-5.5199
15.593750,33.0314,-75.5685,5.9588
15.601562,29.7957,-75.3150,15.2991
15.609375,18.4041,-69.5491,25.3999
15.617188,8.9575,-64.4964,34.8619
15.625000,6.5017,-64.4211,28.8857
15.632812,8.2695,-64.6828,12.6068
15.640625,8.8166,-62.5188,5.6658
15.648438,11.8042,-59.5169,0.7019
15.656250,23.6178,-56.6836,-10.3201
15.664062,34.5459,-53.0482,-14.3860
15.671875,35.5959,-48.1487,-11.9995
15.679688,30.7997,-45.2311,-7.7189
15.687500,23.6423,-44.3525,5.0517
15.695312,19.0959,-39.8834,17.9711
15.703125,17.5148,-33.0629,24.1976
15.710938,10.5145,-28.7257,30.1774
15.718750,2.7043,-23.8868,26.0615
15.726562,0.4174,-17.8893,10.5697
15.734375,-3.2051,-15.6248,4.4552
15.742188,-3.5856,-15.4069,1.1878
15.750000,6.3815,-12.9838,-13.1925
15.757812,16.3764,-9.3463,-20.1856
15.765625,20.8932,-6.2742,-13.4495
15.773438,22.6831,-4.2419,-8.3019
15.781250,22.3119,-2.8218,-1.8974
15.789062,22.1855,-0.0258,9.8653
15.796875,17.7805,5.3208,17.6828
15.804688,6.2008,10.9981,21.2827
15.812500,-2.4308,13.0189,24.3588
15.820312,-8.0505,12.6057,24.1462
15.828125,-14.0375,14.8226,18.1232
15.835938,-10.9519,16.9226,5.1575
15.843750,-2.6615,14.3590,-9.3319
15.851562,0.6447,11.8907,-16.9063
15.859375,6.7976,11.2891,-18.9306
15.867188,18.1539,8.5607,-15.4617
15.875000,25.7878,6.7036,-1.4465
15.882812,27.0416,7.4152,14.3533
15.890625,19.9327,5.8238,19.2572
15.898438,6.8096,3.3975,18.2005
15.906250,-2.9689,3.4640,20.0540
15.914062,-7.7466,3.3599,20.7736
15.921875,-10.6564,2.5731,14.1905
15.929688,-12.9502,1.5061,4.1253
15.937500,-13.3004,-1.5374,-3.1546
15.945312,-6.4655,-4.2176,-7.6880
15.953125,3.9312,-5.7450,-9.6657
15.960938,9.4121,-10.0778,-6.5314
15.968750,12.2265,-15.1073,0.9552
15.976562,11.6022,-16.3316,9.9252
15.984375,5.1455,-16.3303,17.1025
15.992188,1.0073,-17.1021,18.9005
16.000000,-2.0815,-17.5793,17.1038
16.007812,-9.8912,-19.3688,15.1165
16.015625,-15.4688,-21.2978,11.2485
16.023438,-18.7763,-20.7634,4.5161
16.031250,-20.6242,-22.5105,-3.6318
16.039062,-11.9455,-27.5842,-10.6056
16.046875,-1.8148,-28.3524,-11.1634
16.054688,-1.3688,-27.0449,-4.9590
16.062500,2.6242,-31.3217,3.8003
16.070312,12.0085,-35.5294,14.8939
16.078125,13.0953,-35.1857,25.4997
16.085938,8.8154,-37.8468,29.4523
16.093750,4.4356,-43.7227,26.8411
16.101562,-3.4393,-45.3116,21.0211
16.109375,-11.3267,-44.0812,15.6723
16.117188,-14.2351,-44.9409,11.3457
16.125000,-12.8376,-46.6765,3.2786
16.132812,-9.6089,-46.9257,-3.1957
16.140625,-7.3277,-46.6782,0.2384
16.148438,-4.8381,-48.3511,3.9672
16.156250,-0.3120,-52.0332,4.3037
16.164062,4.1570,-56.3059,12.4176
16.171875,7.8653,-60.3688,23.5093
16.179688,9.7659,-61.0941,29.2882
16.187500,7.9231,-57.5519,35.0200
16.195312,3.7384,-55.7504,35.7469
16.203125,-3.0396,-56.3935,25.7595
16.210938,-11.3058,-53.4495,15.7333
16.218750,-16.0554,-48.1355,7.7724
16.226562,-18.9369,-44.2671,-3.1752
16.234375,-20.2146,-41.5480,-8.9892
16.242188,-13.0064,-41.3801,-4.9994
16.250000,-2.2447,-41.7622,1.0505
16.257812,2.1938,-37.7913,5.8207
16.265625,4.5800,-33.3137,12.3931
16.273438,8.8564,-32.3950,20.2535
16.281250,9.8807,-31.2838,25.6858
16.289062,5.6456,-28.4203,29.2985
16.296875,-0.5819,-24.9573,30.9858
16.304688,-4.4907,-22.4723,24.8548
16.312500,-7.1202,-23.4929,15.4174
16.320312,-14.5112,-23.6138,12.3328
16.328125,-23.4615,-18.8237,8.0389
16.335938,-26.5333,-15.0522,0.1376
16.343750,-25.9505,-12.6345,1.9480
16.351562,-22.3946,-7.7623,9.4177
16.359375,-14.2612,-5.8486,13.1385
16.367188,-8.6133,-4.8127,19.5462
16.375000,-6.8585,3.7629,24.2208
16.382812,-4.2687,11.9738,19.8199
16.390625,-7.7109,13.7392,16.9371
16.398438,-19.3719,18.0571,15.5317
16.406250,-27.2379,23.8414,7.1243
16.414062,-29.5565,23.5858,0.0698
16.421875,-31.2317,22.5208,-2.1016
16.429688,-28.8525,25.1992,-4.5797
16.437500,-24.4831,27.6525,-0.2344
16.445312,-21.8709,27.6696,11.0217
16.453125,-15.0235,26.8613,15.1984
16.460938,-6.9218,27.9974,13.5112
16.468750,-6.8025,29.6152,16.5233
16.476562,-8.7783,27.8547,19.8747
16.484375,-7.0228,26.9756,16.5029
16.492188,-6.9543,30.4774,11.1916
16.500000,-10.1536,32.5399,7.7387
16.507812,-15.5941,31.3905,2.8879
16.515625,-22.8892,29.1918,-2.7908
16.523438,-27.7877,25.8067,-4.0760
16.531250,-29.3873,24.8032,1.2428
16.539062,-27.9120,25.8307,9.6837
16.546875,-21.0489,23.7133,14.9199
16.554688,-13.5825,22.8072,18.1453
16.562500,-7.9830,25.8428,24.6403
16.570312,0.5463,26.8398,26.2923
16.578125,5.9832,27.0950,16.5601
16.585938,1.9637,27.7278,8.4449
16.593750,-3.9781,23.4426,7.9454
16.601562,-9.1358,18.4548,5.4069
16.609375,-15.6267,18.1317,-0.2788
16.617188,-19.4719,18.1848,-4.1593
16.625000,-21.0132,17.2939,-4.5597
16.632812,-21.2840,15.0390,-0.7520
16.640625,-16.1234,8.8628,4.4340
16.648438,-8.0950,4.0153,10.8135
16.656250,-3.1231,3.4882,18.1452
16.664062,-2.5103,0.9680,19.3487
16.671875,-3.7995,-4.1690,18.4744
16.679688,-0.4204,-7.7397,21.9146
16.687500,4.5172,-10.7264,18.5056
16.695312,-1.1836,-13.3736,6.4614
16.703125,-12.5919,-13.1355,-3.6032
16.710938,-18.2141,-11.9401,-8.4323
16.718750,-22.2282,-14.2536,-0.3290
16.726562,-26.7934,-18.8273,14.3250
16.734375,-25.8577,-20.7828,13.2260
16.742188,-20.0582,-20.4514,10.4665
16.750000,-14.3703,-20.9852,23.5592
16.757812,-11.1215,-21.9886,28.2000
16.765625,-6.6648,-22.8178,20.0772
16.773438,0.4617,-24.2472,19.3687
16.781250,-0.4767,-27.1315,19.4553
16.789062,-9.1768,-32.7682,15.1850
16.796875,-10.4677,-38.7763,12.5860
16.804688,-8.5014,-40.9243,8.3293
16.812500,-11.7816,-40.1104,8.7589
16.820312,-11.3377,-38.5378,15.1181
16.828125,-10.1479,-37.1439,17.0456
16.835938,-14.3040,-37.1579,23.4473
16.843750,-11.7226,-37.2596,32.2624
16.851562,-5.4425,-37.5187,26.9073
16.859375,-7.4906,-39.6461,23.2395
16.867188,-7.2217,-39.9189,30.0114
16.875000,-1.0637,-36.7901,27.8625
16.882812,-1.3934,-34.5451,21.9599
16.890625,-6.3041,-34.6280,20.0415
16.898438,-10.1035,-37.7852,11.0066
16.906250,-13.4310,-41.6499,5.1679
16.914062,-14.1880,-39.1559,11.5756
16.921875,-16.6779,-33.9123,14.6686
16.929688,-22.8205,-33.4491,12.7936
16.937500,-20.9031,-33.5663,14.7621
16.945312,-9.7437,-31.2773,18.4762
16.953125,-0.4678,-28.0285,22.2632
16.960938,4.0552,-23.1905,24.2460
16.968750,4.1398,-20.8948,21.8954
16.976562,1.5318,-21.6244,17.2103
16.984375,1.9245,-19.8037,10.3070
16.992188,2.2174,-19.0079,2.5888
17.000000,-2.2981,-20.7676,-2.9697
17.007812,-5.6224,-18.6115,-5.3667
17.015625,-6.1239,-14.2001,0.6313
17.023438,-9.3679,-9.6564,13.6286
17.031250,-13.7371,-4.3099,21.7554
17.039062,-15.2515,-3.5145,22.9819
17.046875,-14.6186,-4.6078,22.5054
17.054688,-11.0603,-1.9243,22.4854
17.062500,-3.3441,-1.4497,24.0314
17.070312,4.1534,-1.0032,20.9366
17.078125,6.3235,6.8353,8.5369
17.085938,5.1048,14.6940,-4.2643
17.093750,4.2986,18.2481,-9.4203
17.101562,1.7014,20.6019,-5.8694
17.109375,-3.8996,18.7677,3.9486
17.117188,-8.4773,15.5226,14.4079
17.125000,-11.6517,16.2241,23.2168
17.132812,-13.5666,16.4585,25.7464
17.140625,-8.8054,16.0107,19.2547
17.148438,0.7372,17.4137,16.5893
17.156250,4.9665,15.4724,20.1135
17.164062,3.9423,10.6351,17.4479
17.171875,4.7783,9.2525,12.8006
17.179688,5.8141,10.8309,7.7198
17.187500,2.5235,12.8700,-3.6875
17.195312,-2.3882,15.3172,-4.7278
17.203125,-6.0932,17.9124,9.1258
17.210938,-10.5293,20.2068,16.4739
17.218750,-15.3595,21.0313,18.3816
17.226562,-17.6466,20.6634,23.8463
17.234375,-16.7314,20.7234,25.3730
17.242188,-11.1972,20.1118,24.0721
17.250000,-2.1608,18.3715,22.0380
17.257812,1.7529,16.9755,15.9899
17.265625,-0.6257,14.9997,13.6976
17.273438,0.2387,12.7526,16.2142
17.281250,3.9546,12.9226,16.1489
17.289062,3.4191,13.0646,16.4791
17.296875,-0.1875,8.4334,18.4097
17.304688,-4.7584,2.2904,20.3040
17.312500,-9.1424,1.3282,25.1601
17.320312,-10.7775,3.6264,31.0162
17.328125,-12.0925,3.5837,35.2426
17.335938,-12.0254,1.7903,36.1783
17.343750,-6.0640,-0.2728,31.3539
17.351562,-0.8338,-2.0597,26.8495
17.359375,0.7910,-0.3199,25.6389
17.367188,6.6354,2.7970,23.6409
17.375000,11.6857,1.8944,21.5086
17.382812,6.7220,0.0361,15.3674
17.390625,-2.2079,-0.7201,9.1389
17.398438,-7.5721,-5.0075,17.3803
17.406250,-8.1570,-10.8137,26.9641
17.414062,-6.5715,-12.0223,24.6206
17.421875,-8.1911,-10.3825,27.5964
17.429688,-10.6405,-11.6324,31.8546
17.437500,-8.9740,-16.1465,25.1465
17.445312,-4.2838,-18.6663,24.9714
17.453125,5.5242,-18.9229,26.6362
17.460938,16.3811,-22.4713,13.5295
17.468750,16.5542,-26.5629,6.1668
17.476562,11.9679,-25.8042,11.5484
17.484375,12.2912,-24.5111,11.7617
17.492188,10.4809,-25.1089,12.0700
17.500000,6.6779,-25.5218,19.1359
17.507812,8.4322,-27.1729,25.1944
17.515625,10.5837,-28.0144,29.0797
17.523438,8.4293,-26.2215,29.1715
17.531250,6.0859,-26.7149,24.7271
17.539062,6.1818,-28.4613,19.4136
17.546875,6.4091,-27.0331,12.0228
17.554688,3.3674,-26.0542,6.2303
17.562500,3.4138,-28.0571,3.9931
17.570312,13.5011,-29.8869,-1.2808
17.578125,21.4360,-28.5816,-3.3214
17.585938,17.6875,-23.2810,3.3708
17.593750,11.4861,-17.6555,9.3058
17.601562,7.3982,-15.3086,14.8299
17.609375,4.6065,-14.1940,22.8177
17.617188,5.4447,-11.8846,27.1708
17.625000,6.0862,-7.9247,28.7856
17.632812,4.8636,-4.4302,26.2999
17.640625,6.1094,-4.8404,17.2769
17.648438,9.3620,-6.4846,11.3457
17.656250,14.2048,-6.3878,8.3175
17.664062,18.7646,-6.3040,3.1792
17.671875,17.9039,-4.0466,4.7127
17.679688,14.1098,-0.1169,9.7031
17.687500,8.9907,0.3693,9.1744
17.695312,1.9610,1.7425,13.9034
17.703125,1.0603,6.6833,25.1588
17.710938,4.4885,8.9973,29.0686
17.718750,1.6030,10.3688,27.8549
17.726562,-1.4402,13.7741,25.7644
17.734375,1.9688,16.6592,15.6345
17.742188,4.4607,21.7197,2.5573
17.750000,4.5583,27.0067,-1.4964
17.757812,7.4310,25.9525,-1.6687
17.765625,12.3803,23.5347,-5.2450
17.773438,13.9477,23.4781,-4.1506
17.781250,11.4309,22.3209,4.7904
17.789062,11.3181,22.0030,12.6481
17.796875,11.6240,22.8155,18.2673
17.804688,7.6749,23.6851,22.6800
17.812500,8.0497,27.8307,20.9620
17.820312,10.1349,31.1467,15.8908
17.828125,4.3063,30.8515,10.0724
17.835938,3.2967,34.0514,2.0472
17.843750,10.3022,38.5858,-0.8659
17.851562,14.9268,38.3298,-0.3880
17.859375,25.7546,37.6236,-4.1999
17.867188,35.4402,37.2686,-1.1476
17.875000,27.5853,34.8282,8.1609
17.882812,24.2513,33.8331,8.4898
17.890625,30.7224,34.2177,11.1760
17.898438,22.3188,34.3460,22.6568
17.906250,12.6963,36.2740,25.0795
17.914062,15.8196,37.1038,20.7855
17.921875,12.7831,33.6802,16.9811
17.929688,8.3383,30.1201,6.5998
17.937500,12.9337,29.1859,-0.7907
17.945312,13.0216,28.0804,0.4677
17.953125,10.6224,24.6947,-2.1962
17.960938,14.1266,22.5342,-3.1320
17.968750,16.0183,24.9697,5.6006
17.976562,14.8568,26.5258,13.2448
17.984375,14.5619,23.2593,16.9655
17.992188,17.6990,21.2558,18.7326
18.000000,23.5318,21.4554,15.8765
18.007812,22.1058,17.9927,12.9057
18.015625,16.6087,12.7039,10.5423
18.023438,17.8054,9.7549,3.7864
18.031250,17.6504,7.1229,-4.6508
18.039062,16.4511,3.1989,-11.1831
18.046875,22.4199,0.3238,-12.5823
18.054688,23.7356,0.7138,-6.0935
18.062500,21.5304,1.9457,1.9191
18.070312,28.0475,0.7955,7.7888
18.078125,29.3509,0.4148,14.6536
18.085938,22.1447,0.9883,19.6076
18.093750,22.9129,-3.7450,20.6271
18.101562,22.9915,-9.4288,20.1753
18.109375,13.2879,-8.7580,16.5875
18.117188,8.6848,-9.5522,9.2558
18.125000,12.3890,-14.4360,0.9240
18.132812,15.2867,-12.4430,-5.9543
18.140625,16.8423,-6.1361,-8.4172
18.148438,18.0916,-6.5802,-7.4219
18.156250,18.8214,-10.3667,-5.2673
18.164062,18.5620,-12.3394,0.8189
18.171875,16.1925,-14.9605,11.1812
18.179688,15.0778,-16.2907,20.4575
18.187500,15.9747,-14.7623,22.3116
18.195312,13.8065,-15.3286,14.4640
18.203125,10.5276,-18.5773,5.6089
18.210938,11.9617,-20.3845,2.8693
18.218750,13.7698,-19.6486,-2.7885
18.226562,9.2555,-17.1182,-15.8968
18.234375,4.8872,-15.2214,-24.4201
18.242188,9.1605,-16.4516,-22.4592
18.250000,14.7725,-18.1217,-15.9679
18.257812,14.9257,-17.4713,-6.6673
18.265625,17.1075,-16.3184,6.4654
18.273438,21.0378,-14.5833,17.2369
18.281250,17.9192,-10.6000,20.5051
18.289062,13.0533,-6.9781,20.3715
18.296875,13.4901,-6.1125,17.7975
18.304688,12.7904,-5.5682,9.2257
18.312500,7.3492,-2.8881,-0.6056
18.320312,3.5820,0.7561,-10.3964
18.328125,6.0655,2.7401,-24.2402
18.335938,9.9454,2.2764,-29.3676
18.343750,7.8248,2.3349,-17.4447
18.351562,4.2629,6.5770,-6.2865
18.359375,8.4445,12.3305,-1.7981
18.367188,15.7048,13.6472,7.1990
18.375000,17.7401,13.4244,15.3509
18.382812,17.1859,18.3325,16.0852
18.390625,17.5927,23.4749,13.3677
18.398438,15.6210,22.3512,2.9523
18.406250,9.2287,21.9919,-13.4183
18.414062,3.8543,27.8528,-23.0354
18.421875,3.4229,32.5603,-27.2476
18.429688,2.9178,32.8426,-29.9300
18.437500,1.2416,34.6866,-23.9510
18.445312,3.7121,38.4785,-11.4150
18.453125,7.4204,40.3545,0.6458
18.460938,9.6184,43.4128,14.2467
18.468750,15.0095,49.9317,25.2467
18.476562,19.4991,53.4096,25.3564
18.484375,15.7105,52.1574,19.5436
18.492188,7.8560,53.5830,12.8727
18.500000,3.3210,57.8762,0.8822
18.507812,5.6681,59.2415,-13.9800
18.515625,9.7979,59.0736,-23.3590
18.523438,6.5626,59.5857,-24.9850
18.531250,3.9334,59.1854,-18.3229
18.539062,10.4338,59.3081,-7.7337
18.546875,12.8369,60.5585,-2.9568
18.554688,9.9638,60.5783,0.7325
18.562500,15.5407,59.7232,11.7287
18.570312,21.1933,58.5674,16.1370
18.578125,18.9924,57.2662,4.9219
18.585938,19.1318,56.4899,-6.2883
18.593750,18.3244,53.7334,-12.5173
18.601562,11.6140,50.5400,-23.1811
18.609375,9.4744,52.8937,-32.6389
18.617188,10.7755,55.7800,-32.5859
18.625000,9.7122,51.7520,-28.8372
18.632812,10.5749,47.3401,-25.6757
18.640625,8.3525,47.7527,-20.6224
18.648438,1.4865,46.3205,-12.0986
18.656250,2.7445,39.1688,-2.1674
18.664062,9.1151,30.6449,1.1068
18.671875,9.9132,25.5336,-6.0468
18.679688,9.6738,24.4125,-14.9121
18.687500,9.8684,24.0333,-21.8621
18.695312,7.7574,21.5562,-31.6120
18.703125,7.0279,17.7198,-38.3598
18.710938,5.8428,15.6781,-36.3672
18.718750,2.2887,15.6200,-33.7691
18.726562,-0.3546,12.5889,-30.8621
18.734375,-4.0462,6.3299,-19.4985
18.742188,-5.0922,2.7713,-5.6994
18.750000,1.7867,0.9267,4.1925
18.757812,6.0469,-2.7930,12.5730
18.765625,4.8040,-5.2799,12.0451
18.773438,7.4587,-6.4390,0.4338
18.781250,8.7179,-8.7411,-8.6932
18.789062,4.9305,-9.7957,-16.0130
18.796875,4.4922,-10.3095,-28.4621
18.804688,4.5253,-12.2600,-35.9382
18.812500,2.0561,-12.7129,-34.9406
18.820312,2.5978,-12.5997,-30.7404
18.828125,1.7833,-14.0770,-18.3803
18.835938,-1.6697,-14.5810,-1.4271
18.843750,0.7263,-14.8720,7.8788
18.851562,5.8909,-14.7699,11.7964
18.859375,7.7248,-11.0812,15.5883
18.867188,8.7481,-10.3357,17.7685
18.875000,9.7984,-17.0436,14.6840
18.882812,12.0958,-20.2735,0.4423
18.890625,15.0327,-14.9568,-16.5532
18.898438,12.7406,-9.7780,-21.2480
18.906250,9.1214,-8.7557,-21.5452
18.914062,10.0773,-9.2203,-22.4288
18.921875,8.7291,-8.3396,-10.2635
18.929688,4.5571,-3.4776,8.1507
18.937500,6.5926,3.1284,17.9722
18.945312,12.3122,7.2092,26.2376
18.953125,14.1031,11.0081,30.8600
18.960938,14.0498,16.2327,20.0162
18.968750,16.7188,18.3333,3.6579
18.976562,20.3996,17.4118,-8.5698
18.984375,21.3984,19.4001,-22.5337
18.992188,21.6920,24.0280,-35.0287
19.000000,22.7597,27.2870,-37.4376
19.007812,18.1350,30.6293,-31.3208
19.015625,8.2437,35.8533,-20.0844
19.023438,4.4133,40.8866,-4.9842
19.031250,6.2021,45.0411,10.5679
19.039062,4.3939,48.9431,22.1078
19.046875,3.6635,52.8246,25.9994
19.054688,10.7191,58.1009,20.8204
19.062500,16.3754,64.4115,7.9956
19.070312,13.9443,69.6460,-7.1928
19.078125,12.4057,74.0808,-17.7150
19.085938,15.6813,77.7354,-23.9709
19.093750,14.5886,79.8774,-31.3730
19.101562,7.6055,81.7349,-36.8560
19.109375,2.5649,82.3341,-33.0180
19.117188,-1.0631,80.0520,-20.4058
19.125000,-5.7367,78.1866,-5.3762
19.132812,-5.0713,78.7345,5.9372
19.140625,1.3928,79.8769,11.0920
19.148438,5.9258,81.0500,11.4961
19.156250,10.7044,80.4843,5.4855
19.164062,19.5769,77.8351,-9.7032
19.171875,22.9145,77.9766,-27.4964
19.179688,18.5079,79.7639,-37.9538
19.187500,19.3121,77.8393,-39.2278
19.195312,22.6399,76.1475,-33.7595
19.203125,15.1385,76.8043,-24.2035
19.210938,5.7574,74.1143,-13.0636
19.218750,6.0435,71.8422,1.2156
19.226562,6.2221,75.6344,16.3350
19.234375,2.8087,77.1414,20.6904
19.242188,3.6143,71.7106,14.7994
19.250000,4.2279,66.7824,12.6720
19.257812,1.2730,65.2150,9.9478
19.265625,2.2882,64.8649,-5.2599
19.273438,5.0124,64.6013,-20.2523
19.281250,1.4941,61.9104,-23.5959
19.289062,-4.0213,57.9268,-24.0639
19.296875,-4.5143,56.1738,-19.7676
19.304688,-2.6086,53.9266,-4.0308
19.312500,-4.4729,49.1795,12.1528
19.320312,-10.0919,45.7515,23.9799
19.328125,-13.4817,43.8100,35.0093
19.335938,-10.2734,38.8781,36.4822
19.343750,-2.7262,30.6651,26.9168
19.351562,1.7512,24.4073,16.1763
19.359375,0.8743,21.7129,3.4283
19.367188,2.3027,17.4214,-10.5588
19.375000,7.4904,12.3578,-18.7492
19.382812,7.9024,12.4436,-21.4107
19.390625,2.8930,12.2536,-15.1415
19.398438,-3.9267,6.0940,0.3654
19.406250,-12.8467,1.3110,11.3104
19.414062,-18.7432,-0.5449,17.4718
19.421875,-19.5944,-5.1917,26.6833
19.429688,-22.5682,-9.2604,29.1069
19.437500,-26.3299,-10.2195,21.8902
19.445312,-24.0018,-11.2808,13.3566
19.453125,-15.9552,-12.0704,-0.4764
19.460938,-5.2283,-14.8880,-17.5725
19.468750,2.0238,-21.8261,-26.9928
19.476562,0.4091,-26.2764,-30.0711
19.484375,-4.8502,-25.9173,-25.9264
19.492188,-6.5188,-24.0216,-10.6869
19.500000,-4.7085,-20.3993,6.7939
19.507812,-5.5936,-19.0418,20.0538
19.515625,-12.0679,-22.6575,26.2685
19.523438,-14.3515,-23.2313,21.3484
19.531250,-9.7391,-19.3186,14.1041
19.539062,-9.5887,-18.7584,7.9350
19.546875,-8.4213,-19.9273,-7.2649
19.554688,1.9512,-16.9201,-22.7802
19.562500,6.4817,-12.6682,-27.3604
19.570312,2.7075,-11.3553,-32.4327
19.578125,3.7193,-10.7752,-37.9387
19.585938,3.9530,-7.7506,-29.5696
19.593750,-0.8886,-2.9123,-11.6945
19.601562,-3.6173,2.1989,3.7105
19.609375,-7.2788,6.3310,12.4873
19.617188,-13.3253,7.6292,12.2611
19.625000,-16.3099,8.5295,5.9501
19.632812,-14.9263,12.8840,-2.6575
19.640625,-7.3129,17.0443,-14.9392
19.648438,0.8220,18.3548,-25.8520
19.656250,2.2514,20.5961,-27.9261
19.664062,7.7327,22.7883,-25.8404
19.671875,18.8717,23.4934,-24.8735
19.679688,19.6724,28.2073,-18.7760
19.687500,13.0254,37.1440,-5.5346
19.695312,10.1684,44.1600,4.9528
19.703125,7.1381,47.0972,10.1881
19.710938,2.2025,46.5743,16.5003
19.718750,-1.4617,46.3184,19.1348
19.726562,-5.5070,52.1891,11.3156
19.734375,-9.7541,61.6344,1.0300
19.742188,-10.3441,66.3352,-5.7228
19.750000,-3.5014,66.5040,-14.6636
19.757812,8.8940,70.2377,-27.0936
19.765625,19.2708,78.2987,-35.6148
19.773438,25.5343,81.6649,-34.2208
19.781250,27.1304,79.2845,-23.9060
19.789062,20.7596,79.0761,-9.5782
19.796875,12.1891,80.4900,4.4389
19.804688,7.9392,81.9078,12.6049
19.812500,6.0159,87.6516,12.5817
19.820312,7.3083,91.8020,7.8496
19.828125,10.3204,89.2001,-4.2663
19.835938,8.7365,88.9784,-24.8313
19.843750,7.0811,90.4722,-40.5021
19.851562,12.6349,86.5120,-44.7776
19.859375,21.7916,84.7040,-43.0509
19.867188,27.3064,86.4311,-35.0364
19.875000,25.4271,83.2438,-22.8582
19.882812,19.8270,79.9136,-10.5026
19.890625,16.9263,79.2155,4.5414
19.898438,16.0338,74.4723,14.5934
19.906250,13.7846,69.5909,11.5184
19.914062,7.5994,68.1637,5.1763
19.921875,-1.6544,65.4386,-0.5100
19.929688,-5.0733,63.8543,-10.6413
19.937500,-2.1631,64.9454,-21.0010
19.945312,-2.7763,64.8122,-29.3352
19.953125,-4.1087,65.3261,-33.7748
19.960938,1.6031,64.1501,-26.4246
19.968750,12.3210,57.3524,-12.7086
19.976562,21.8203,53.2680,-2.8760
19.984375,21.2866,52.8251,6.3236
19.992188,13.3800,46.9556,14.9501
